,Compound,Date,Negative,Neutral,Positive,Tweets Ago,News Organization
34,-0.7818,Tue Jun 05 18:37:02 +0000 2018,0.671,0.329,0.0,35,New York Times
35,0.4939,Tue Jun 05 18:27:03 +0000 2018,0.842,0.0,0.158,36,New York Times
36,-0.34,Tue Jun 05 18:17:01 +0000 2018,0.912,0.088,0.0,37,New York Times
37,0.0,Tue Jun 05 18:09:45 +0000 2018,1.0,0.0,0.0,38,New York Times
38,-0.5106,Tue Jun 05 18:07:06 +0000 2018,0.837,0.163,0.0,39,New York Times
39,-0.5526,Tue Jun 05 17:47:01 +0000 2018,0.612,0.278,0.11,40,New York Times
40,0.0,Tue Jun 05 17:37:04 +0000 2018,1.0,0.0,0.0,41,New York Times
41,-0.4215,Tue Jun 05 17:27:04 +0000 2018,0.746,0.16,0.093,42,New York Times
42,0.0,Tue Jun 05 17:17:03 +0000 2018,1.0,0.0,0.0,43,New York Times
43,0.4456,Tue Jun 05 17:07:02 +0000 2018,0.722,0.084,0.195,44,New York Times
44,-0.6369,Tue Jun 05 16:53:04 +0000 2018,0.736,0.213,0.05,45,New York Times
45,0.0,Tue Jun 05 16:42:28 +0000 2018,1.0,0.0,0.0,46,New York Times
46,0.0,Tue Jun 05 16:37:04 +0000 2018,1.0,0.0,0.0,47,New York Times
47,-0.6486,Tue Jun 05 16:28:22 +0000 2018,0.807,0.193,0.0,48,New York Times
48,-0.3818,Tue Jun 05 16:17:03 +0000 2018,0.88,0.12,0.0,49,New York Times
49,-0.0516,Tue Jun 05 16:07:05 +0000 2018,0.93,0.07,0.0,50,New York Times
50,0.0,Tue Jun 05 15:57:04 +0000 2018,1.0,0.0,0.0,51,New York Times
51,0.0,Tue Jun 05 15:47:04 +0000 2018,1.0,0.0,0.0,52,New York Times
52,0.7684,Tue Jun 05 15:37:04 +0000 2018,0.75,0.0,0.25,53,New York Times
53,0.0,Tue Jun 05 15:27:57 +0000 2018,1.0,0.0,0.0,54,New York Times
54,0.0,Tue Jun 05 15:19:45 +0000 2018,1.0,0.0,0.0,55,New York Times
55,-0.34,Tue Jun 05 15:17:05 +0000 2018,0.888,0.112,0.0,56,New York Times
56,0.25,Tue Jun 05 15:12:37 +0000 2018,0.882,0.0,0.118,57,New York Times
57,-0.5106,Tue Jun 05 15:07:08 +0000 2018,0.823,0.177,0.0,58,New York Times
58,0.2247,Tue Jun 05 14:57:05 +0000 2018,0.9,0.0,0.1,59,New York Times
59,0.0,Tue Jun 05 14:47:05 +0000 2018,1.0,0.0,0.0,60,New York Times
60,0.6369,Tue Jun 05 14:36:04 +0000 2018,0.658,0.0,0.342,61,New York Times
61,-0.7964,Tue Jun 05 14:26:03 +0000 2018,0.627,0.299,0.074,62,New York Times
62,0.0,Tue Jun 05 14:16:08 +0000 2018,1.0,0.0,0.0,63,New York Times
63,-0.8225,Tue Jun 05 13:59:02 +0000 2018,0.556,0.444,0.0,64,New York Times
64,0.0,Tue Jun 05 13:50:05 +0000 2018,1.0,0.0,0.0,65,New York Times
65,0.0,Tue Jun 05 13:41:03 +0000 2018,1.0,0.0,0.0,66,New York Times
66,0.5994,Tue Jun 05 13:30:04 +0000 2018,0.794,0.0,0.206,67,New York Times
67,-0.2023,Tue Jun 05 13:14:05 +0000 2018,0.913,0.087,0.0,68,New York Times
68,0.0,Tue Jun 05 13:00:12 +0000 2018,1.0,0.0,0.0,69,New York Times
69,0.7506,Tue Jun 05 12:44:02 +0000 2018,0.67,0.0,0.33,70,New York Times
70,0.7351,Tue Jun 05 12:30:08 +0000 2018,0.629,0.077,0.294,71,New York Times
71,0.4215,Tue Jun 05 12:14:03 +0000 2018,0.726,0.081,0.194,72,New York Times
72,0.0,Tue Jun 05 12:00:11 +0000 2018,1.0,0.0,0.0,73,New York Times
73,0.0,Tue Jun 05 11:44:02 +0000 2018,1.0,0.0,0.0,74,New York Times
74,0.0762,Tue Jun 05 11:31:05 +0000 2018,0.903,0.0,0.097,75,New York Times
75,-0.34,Tue Jun 05 11:14:03 +0000 2018,0.735,0.167,0.098,76,New York Times
76,-0.296,Tue Jun 05 11:00:07 +0000 2018,0.756,0.147,0.097,77,New York Times
77,-0.6908,Tue Jun 05 10:45:05 +0000 2018,0.817,0.183,0.0,78,New York Times
78,0.0,Tue Jun 05 10:31:08 +0000 2018,1.0,0.0,0.0,79,New York Times
79,0.802,Tue Jun 05 10:14:04 +0000 2018,0.66,0.0,0.34,80,New York Times
80,0.0,Tue Jun 05 10:00:08 +0000 2018,1.0,0.0,0.0,81,New York Times
81,0.0,Tue Jun 05 09:45:00 +0000 2018,1.0,0.0,0.0,82,New York Times
82,0.4019,Tue Jun 05 09:40:00 +0000 2018,0.863,0.0,0.137,83,New York Times
83,0.0,Tue Jun 05 09:35:00 +0000 2018,1.0,0.0,0.0,84,New York Times
84,0.3182,Tue Jun 05 09:30:14 +0000 2018,0.874,0.0,0.126,85,New York Times
85,0.6597,Tue Jun 05 09:15:06 +0000 2018,0.652,0.078,0.27,86,New York Times
86,0.0,Tue Jun 05 09:00:12 +0000 2018,1.0,0.0,0.0,87,New York Times
87,0.0,Tue Jun 05 08:46:01 +0000 2018,1.0,0.0,0.0,88,New York Times
88,0.5719,Tue Jun 05 08:31:04 +0000 2018,0.736,0.052,0.212,89,New York Times
89,0.5719,Tue Jun 05 08:15:03 +0000 2018,0.85,0.0,0.15,90,New York Times
90,0.0,Tue Jun 05 08:02:07 +0000 2018,1.0,0.0,0.0,91,New York Times
91,-0.5574,Tue Jun 05 07:47:05 +0000 2018,0.841,0.159,0.0,92,New York Times
92,0.1027,Tue Jun 05 07:32:02 +0000 2018,0.92,0.0,0.08,93,New York Times
93,-0.9186,Tue Jun 05 07:17:03 +0000 2018,0.586,0.414,0.0,94,New York Times
94,0.0,Tue Jun 05 07:02:07 +0000 2018,1.0,0.0,0.0,95,New York Times
95,0.4215,Tue Jun 05 06:32:06 +0000 2018,0.872,0.0,0.128,96,New York Times
96,0.7351,Tue Jun 05 06:15:21 +0000 2018,0.617,0.0,0.383,97,New York Times
97,-0.2023,Tue Jun 05 05:58:52 +0000 2018,0.847,0.153,0.0,98,New York Times
98,0.3182,Tue Jun 05 05:48:23 +0000 2018,0.887,0.0,0.113,99,New York Times
99,0.0,Tue Jun 05 05:32:02 +0000 2018,1.0,0.0,0.0,100,New York Times
